分類番号1	分類番号2	食品名カテ1	食品名カテ2	食品名カテ3	食品名カテ4	食品名カテ5	食品名カテ6	食品名カテ7	食品名カテ8	英語表記
71	359				その他のかに類					"Other crabs (Homolidae, Dorippidae, Calappidae, Leucesiidae, Raninidae, Potamonidae, Pseudorhom-bilidae, Ocypodidae, Grapsidae sp. etc.) "
71	36			その他の甲かく類						Other crustaceas 
71	361				しゃこ類					Squillas (Squillidae sp.) 
71	362				あみ類					Mysid shrimps (Mysidae sp.) 
71	363				おきあみ類					Krills (Eaphausia sp.) 
71	369				他に分類されない甲かく類					"Crustaceas, n.e.c. "
71	37			うに・なまこ類						"Sea urchins and sea cucumbers (Diadematidae, Toxopneustidae, Temnopleuridae, Stichopodidae, Holothuriidae, Cucumariidae sp.) "
71	371				うに類					"Sea urchins (Diadematidae, Toxopneustidae sp.) "
71	3711					えぞばふんうに				"""Ezo"" horse-dung sea urchin (Strongylocent rotus tntermedius) "
71	3712					きたむらさきうに				"""Kita"" purple sea urchin (S. nvdvs) "
71	3713					むらさきうに				Purple sea urchin (Heliocidaris crassispina) 
71	3714					ばふんうに				Horse-dung sea urchin (Strongylocentrotus pulcherrimus) 
71	3715					あかうに				Red sea urchin (Pseudocentrotus depressus) 
71	3719					その他のうに類				"Other sea urchins (Diadematidae, Toxopneustidae, Temnopleuridae sp.) "
71	372				なまこ類					"Sea cucumbers (Stichopodidae, Holothuriidae sp.) "
71	3721					なまこ				Sea cucumbers (Stichopus japonicus) 
71	3722					くろほしなまこ				"""Kurohoshi-namako"" (Parastichopus nigripunctatus) "
71	3729					その他のなまこ類				"Other sea cucumbers (Stichopodidae, Holothuriidae sp.) "
71	373				きんこ類					Trepangs (Cucumariidae sp.) 
71	38			かめ類						"Turtles (Cholonidae, Trionychidae, Testudinidae sp.)"
71	381				すっぽん類					Snapping turtles (Trionychidae sp.) 
71	3811					すっぽん				Fresh-water soft shell turtle (Amyda japonica) 
71	3812					しなすっぽん				"Green turtle (Chelonia japonica, Chelonidae) "
71	382				おおうみがめ					"""Shina-suppon"" (Amyda sinensis) "
71	383				いしがめ類					Terrapins (Testudinidae sp.) 
71	3831					まるかめ				"“Maru-game"" (Clemmys flavomarginata) "
71	3839					その他のいしがめ類				Other terrapins (Testudinidae sp.) 
71	39			その他の水産動物類						"Other aquatic animals (Ranidae, Cynthiidae, Styelidae, Rhizostomidae sp. etc.) "
71	391				食用がえる類					Edible frogs (Ranidae sp.) 
71	3911					うしがえる				Bull frog (Pana catesbiana) 
71	3912					とのさまがえる				"""Tonosama"" frog (Rana escullenta) "
71	3919					その他の食用がえる類				Other edible frogs (Rauidae sp.) 
71	392				ほや類					"Sea squart (Cynthiidae, Styelidae sp.) "
71	393				くらげ					Jelly fishes (Rhizostomidae sp.) 
71	399				他に分類されない水産動物類					"Aquatic animals, n.e.c. "
71	4		海産ほ乳動物類							Marine mammals 
71	41			鯨						Whales 
71	411				ひげ鯨類					Baleen whales 
71	4111					いわし鯨				Sei whale 
71	4112					ながす鯨				Fin whale 
71	4113					いわし鯨（みんく鯨）				Minke whale 
71	4119					その他のひげ鯨類				Other baleen whales 
71	412				歯鯨類					Toothed whales 
71	4121					まっこう鯨				Sperm whale 
71	4122					しゃち鯨				Killer whale 
71	4123					ごんどう鯨				Pilot whale 
71	4129					その他の歯鯨類				Other toothed whales 
71	413				つち鯨					Baird's beaked whale 
71	42			いるか						Porpoise 
71	421				いしいるか					Dall's porpoise 
71	422				すじいるか					Blue-white porpoise. 
71	423				まだらいるか					Bridled porpoise 
71	429				その他のいるか					Other porpoise 
71	49			その他の海産ほ乳動物類						Other marine mammals 
71	5		海藻類							Sea weeds 
71	51			こんぶ類						Tangles (Laminaria Kjellmaniella Arthlothamnus sp. Laminariacae) 
71	511				まこんぶ					Japanese sea-tangle (Laminaria japonica) 
71	512				りしりこんぶ					"“Rishiri-kombu"" (L.Ochotensis) "
71	513				ほそめこんぶ					"""Hosome-kombu"" (L. religiosa) "
71	514				ながこんぶ					"""Naga-kombu"" (L. longissima) "
71	515				みついしこんぶ					Narrow leaved tangle (L. angustata) 
71	516				とろろこんぶ					Kjellman's tangles (Kjellmaniella ayrata) 
71	517				かじめ					"""Kajime"" (Kjellmaniella crassifalia) "
71	518				ねこあしこんぶ					"""Nekoashi-kombu"" (Arthrothammus bifidus) "
71	519				その他のこんぶ類					"Other tangles (Laminaria, Arthrothamuus sp. Laminarianceae) "
71	52			わかめ類						"""Wakame"" (Undaria, Alaria, Ecklouiopsis sp. Laminariaceae) "
71	521				なんぶわかめ					"""Nanbu-wakame"" (Undaria pinnatifida distans) "
71	522				なるとわかめ					"“Naruto-wakame"" (Undaria pinnatifida narutensis) "
71	523				ひろめ					"""Hirome"" (Undaria undarioides) "
71	524				あいぬわかめ類					"""Ainu-wakame"" (Alaria sp.) "
71	5241					ちかいそ				Japanese badderlocks (Alaria-crassifolia) 
71	5242					あいぬわかめ				"Ainu-wakame"" (Alaria yezoensis) "
71	529				その他のわかめ類					"Other “wakame"" (Undaria, Alaria, Eckloniopis sp., Laminariaceae) "
71	53			のり類						"Lavers (Porphyra sp., Bangiaceae, Enteromorpha, Monestroma sp., Ulvaceae and Prasiola sp., Prasiolaceae) "
71	531				あまのり類					Lavers (Porphyra sp.) 
71	5311					あさくさのり				Purple laver (Porplyra tenara) 
71	5312					まるばあまりのり（いわのり）				"""Maruba-amanori” (P. suborbiculata) "
71	5313					くろのり				"“Kuronori"" (P. Okamurai) "
71	5319					その他のあまのり類				Other lavers 
71	532				あおのり類（ひとえぐさ及びかわのりを含む。）					"""Ao-nori"" group (including ""Hitoe-gusa"" Kawa-nori"") (Enteromorpha, Monostroma sp. Ulvaceae and Prasiola sp., Prasiolaceae) "
71	5321					ぼうあおのり				"“Bo-aonori"" (Enteromorpha intestinalis) "
71	5322					すじあおのり				"""Suji-aonori"" (E. prolifera) "
71	5323					うすばあおのり				"""Usuba-aonori"" (E. Linza) "
71	5329					その他のあおのり類				"Other ""ao-nori"" group (Entermorpha, Monostroma, sp., Ulvaceae and Prasiola sp., Prasiolaceae) "
71	54			あおさ類						"Perforated sea lettuces (Ulva sp., Ulvaceae) "
71	541				あなあおさ					Perforated sea lettuce (Ulva pertusa) 
71	549				その他のあおさ類					Other perforated sea lettuces 
71	55			寒天原草類						Seaweeds of a kind used for manufacturing agar-agar..121220 
71	551				てんぐさ類					Agar-agars (Gelidiaceae sp.) 
71	5511					てんぐさ				Agar-agar (Gelidium amonsii) 
71	5512					おおぶさ				"""Obusa"" (G. pacificum) "
71	5513					ひらくさ				"“Hira-kusa"" (G.subcostatum) "
71	5514					ゆいきり（とりあし）				"""Yuikiri"" (""Toriashi"") (Acanthopeltis japonica) "
71	5519					その他のてんぐさ類				Other agar-agras (Gelidiaceae sp.) 
71	552				おごのり類					"False ceylon mosses (Gracilaria sp., Sphaerococcaceae) "
71	5521					おごのり				Fales ceylon mosses (Gracilaria confervoides) 
71	5529					その他のおごのり類				Other false ceylon mosses 
71	553				いぎす類（いばらのりを含む。）					"“Igisu"" (including “ibaranori"") (Ceramium sp., Ceramiaceae and Hypnea sp., Sphaerococcaceae) "
71	5531					いぎす				"""Igisu"" (Ceramium rubrum) "
71	5532					あみくさ				"""Ami-kusa"" (Ceramium Coydeni) "
71	5533					えごのり				"“Ego-nori"" (Ceramium Hypnaeoides) "
71	5534					かずのいばら				"""Kazuno-ibara"" (Hypnea cervicornis) "
71	559				その他の寒天原草類					Other seaweeds of a kind used for manufacturing agar-agar.
71	5591					いたにそう				" ""Itani-so"" (Aknfeltia plicata) "
71	5599					他に分類されない寒天原草類				"Seaweeds of a kind used for manufactuing agar-agar, n.e.c. "
71	59			その他の海藻類						Other seaweeds. 
71	591				ひじき類					"""Hijiki"" (Higikia sp. Sargassaceae) "
71	592				みる類					Dichotomous sponge tangs (Codiaceae sp.) 
71	593				あいも（藍そう）類					Brown sea-weeds (Cyanophyceae sp.) 
71	5931					すいぜんじのり				"“Suizenji-nori"" (Phylloderma sacrum) "
71	5932					じゅずも				Reed falling stars (Nostoe verrucosa) 
71	594				ふくろのり類					"""Fukuro-nori"" (Encoeliaceae sp.) "
71	595				もずく類					"“Mozuku"" (Chordariaceae sp.) "
71	596				まつも類					"“Matsumo"" (Heterochordariacae sp.) "
71	599				他に分類されない海藻類					"Seaweeds, n.e.c. "
72		農産加工食品								PROCESSED AGRICULTURAL FOODS 
72	1		野菜加工品							Processed vegetables 
72	11			野菜かん・びん詰						"Vegetables, canned or bottled "
72	111				たけのこかん・びん詰め					"Bamboo shoot, canned or bottled "
72	1111					水煮				"Boiled bamboo shoot, canned or bottled "
72	1112					味付け				"Seasoned bamboo shoot, canned or bottled "
72	112				アスパラガスかん・びん詰					"Asparagus, canned or bottled "
72	113				スイートコーンかん・びん詰					"Sweet corn, canned or bottled "
72	1131					ホール				"Whole carnel corn, canned or bottled "
72	1132					クリーム				"Cream style corn, canned or bottled "
72	114				グリーンピースかん・びん詰					"Green peas, canned or bottled "
72	115				ふきかん・びん詰					"Japanese butterbur, canned or bottled "
72	116				野菜ジュース（トマトジュースを除く。）かん・びん詰					"Vegetable juices (except tomato), canned or bottled "
72	117				山菜類かん・びん類					"“Sansai"" group, canned or bottled "
72	1171					わらび				"Bracken, canned or bottled "
72	1172					ぜんまい				"Ostrich ferns, canned or bottled "
72	1179					その他の山菜類かん・びん詰				"Other “sansai"" group, canned or bottled "
72	119				その他の野菜かん・びん詰					"Other vegetables, canned or bottled "
72	1191					野菜スープ				"Vegetables soups, canned or bottled "
72	1199					他に分類されない野菜かん・びん詰				"Vegetables, canned or bottled, "
72	12			トマト加工品						Processed tomatoes 
72	121				トマトジュース類					Tomato juice 
72	1211					トマトジュース				Tomato juice 
72	1212					トマトミックスジュース				Mixed tomato juice 
72	1219					その他のトマトジュース類				Other tomato juice 
72	122				トマトピューレ					Tomato puree 
72	123				トマトペースト					Tomato paste 
72	124				トマトケチャップ					Tomato ketchup 
72	125				トマトソース					Tomato sauce 
72	126				チリソース					Chili sauce 
72	127				トマト缶詰					Canned tomatoes 
72	128				トマトパウダー					Powdered tomatoes 
72	129				その他のトマト加工品					Other processed tomatoes 
72	13			きのこ類加工品						Processed mushrooms group 
72	131				きのこ類かん・びん詰					"Mushrooms, canned or bottled "
72	1311					マッシュルーム				"Fresh mushrooms, canned or bottled "
72	1312					えのきたけ				"""Enokitake"" mushroom, canned or bottled "
72	1313					なめこ				"""Nameko"" mushroom, canned or bottled "
72	1314					しいたけ				"""Shiitake"" mushroom, canned or bottled "
72	1315					まつたけ				"""Matsutake"" rushroom, canned or bottled "
72	1319					その他のきのこ類かん・びん詰				"Other mushrooms, canned or bottled "
72	132				乾燥きのこ類					"Dehydrated mushrooms, group "
72	1321					しいたけ				"Dehydrated “shiitake"" "
72	13211						どんこ			"""Donko"" "
72	13212						こうしん			"""Koshin' "
72	13213						花どんこ			"*Hanadonko"" "
72	13214						こうこ			"""Kouko"" "
72	13215						小粒どんこ			"“Kotsubu Donko"" "
72	13219						その他のしいたけ			"Other dehydrated ""shiitake"" "
72	1322					きくらげ				Dehydrated jew's ear 
72	1329					その他の乾燥きのこ類				Other dehydrated mushrooms group 
72	139				その他のきのこ類加工品					Other processed mushrooms group 
72	14			塩蔵野菜（つけ物を除く。）						Salt storage vegetables (except pickles) 
72	141				塩蔵きゅうり					Salt storage cucumbers 
72	142				塩蔵だいこん					Salt storage Japanese radishes 
72	143				塩蔵しょうが					Salt storage gingers 
72	144				塩蔵らっきょう					"Salt storage ""Rakkyo"" "
72	145				塩蔵なす類					Salt storage egg-plants 
72	1451					小なす				Salt storage small egg-plants 
72	1452					なす				Salt storage egg-plants 
72	146				塩蔵わらび					Salt storage bracken 
72	147				塩蔵たけのこ					Salt storage bamboo shoots 
72	149				その他の塩蔵野菜（つけ物を除く。）					Other salt storage vegetables (except.pickles). 
72	15			野菜つけ物						Vegetable pickles 
72	151				ぬかづけ					Rice-bran pickles 
72	1511					たくあんづけ				"“Takuanzuke"" "
72	1512					ぬかみそづけ				"“Nukamisozuke"" "
72	152				しょうゆづけ					Soy sauce pickles 
72	1521					福神づけ				"“Fukujinzuke"" "
72	1522					割干づけ				"“Wariboshizuke"" "
72	1523					しばづけ				"""Shibazuke"" "
72	1524					朝鮮づけ				"""Chosenzuke"" "
72	1525					いんろうづけ				"""Inrozuke"" "
72	1529					その他のしょうゆづけ				Other soy sauce pickles 
72	15291						きざみづけ			"""Kizamizuke"" "
72	15292						姿づけ			"""Sugatazuke"" "
72	153				かすづけ					Sake-cake pickles 
72	1531					奈良づけ				"""Narazuke"" "
72	1532					きざみ奈良づけ				"“Kizami-narazuke"" "
72	1533					わさびづけ				"""Wasabizuke"" "
72	1534					山海づけ				"""Sankaizuke "" "
72	1539					その他のかすづけ				"Other ""Kasuzuke"" "
72	154				酢づけ					Sour pickles 
72	1541					味付らっきょうづけ				"Seasoned ""rakkyozuke "" "
72	1542					しょうがづけ				“Shogazuke”(pickled gingers) 
72	1543					千枚づけ				"""Senmaizuke"" "
72	1544					はりはりづけ				"""Hariharizuke"" "
72	1549					その他の酢づけ				Other pickled in vinegar 
72	155				塩づけ					Salted pickles 
72	1551					のざわなづけ				"""Nozawanazuke"" "
72	1552					たなかづけ				"""Takanazuke "" "
72	1553					ひろしまなづけ				"“Hiroshimanazuke"" "
72	1554					しその実・葉づけ				"“Shisonomizuke, shisonomihazuke "" "
72	1555					花づけ				"“Hanazuke "" "
72	1556					つぼづけ				"“Tubozuke"" "
72	1559					その他の塩づけ				Other salted pickles 
72	156				みそづけ					Miso pickles 
72	157				からしづけ					Mustard pickles 
72	158				こうじづけ					Koji (asp. oryzae) pickles 
72	1581					べったらづけ				"""Bettarazuke"" "
72	1589					その他のこうじづけ				Other koji (asp. oryzae) pickles 
72	159				その他の野菜つけ物					Other vegetable pickles 
72	1591					浅づけ				"Asazuke"" "
72	1599					他に分類されない野菜つけ物				"Vegetable pickles,n.e.c. "
72	16			野菜冷凍食品						"Vegetable, prepared frozen foods "
72	1601					さといも				Taro (dasheen) 
72	1602					にんじん				Carrot 
72	1603					ごぼう				Edible burdock 
72	1604					だいこん				Japanese radish 
72	1605					ほうれんそう				Spinach 
72	1606					はくさい				Chinese cabbage 
72	1607					キャベツ				Cabbage 
72	1608					しゅんぎく				Garland chrysanthemum 
72	1611					アスパラガス				Asparagus 
72	1612					ピーマン				Bell pepper 
72	1613					カリフラワー				Cauliflower 
72	1614					れんこん				Lotus root 
72	1615					たまねぎ				Onion 
72	1616					芽キャベツ				Brussels sprout 
72	1617					ブロッコリー				"Broccoli (Sprouting broccoli, Italian broccoli) "
72	1618					ねぎ				Welsh onion 
72	1621					かぼちゃ				Pumpkin and squash 
72	1622					軸つきコーン				Whole carnel corn 
72	1623					ホールカーネルコーン				Corn on the cob 
72	1624					クリームコーン				Cream corn 
72	1625					えだまめ				"Broad beans, green: "
72	1626					そらまめ				"Soy-beans, green "
72	1627					グリーンピース				Green peas 
72	1628					シュガーピース				Sugar peas 
72	1631					さやえんどう				"Peas, green pod "
72	1632					さやいんげん				"Kidney bean, green pod "
72	1633					ワックスビーン				Wax bean 
72	1634					フレンチフライポテト				French fried potatoes 
72	1635					ポテトフライ				Fried potatoes 
72	1636					ボイルポテト				Boiled potatoes 
72	1637					スイートポテト				Sweet potatoes 
72	1638					混合野菜				Mixed vegetables 
72	1641					つけ物				Vegetables provisionally preserved in brine 
72	1699					その他の野菜冷凍食品				"Other vegetables, prepared frozen foods "
72	17			乾燥野菜						Dehydrated vegetables 
72	171				フレーク及びパウダー					"Vegetables, flake or powder "
72	1711					たまねぎ				Onion flake or powder 
72	1712					にんにく				Garlic flake or powder 
72	1713					ねぎ				Welsh onions flake or powder 
72	1714					キャベツ				Cabbages flake or powder 
72	1715					はくさい				Chinese cabbages flake or powder 
72	1716					にんじん				Carrots flake or powder 
72	1717					かぼちゃ				Pumpkin and squash flake or powder 
72	1719					その他のフレーク及びパウダー				"Other vegetables, flake or powder "
72	172				スイートコーン					Sweet corn 
72	173				かんぴょう					"""Kanpyo"" "
72	1731					普通かんぴょう				"Ordinary “Kanpyo"" "
72	1732					造り落ちかんぴょう				"“Tsukuri-ochi kanpyo"" "
72	1733					引こきかんぴょう				"""Hikkoki kanpyo"" "
72	174				だいこん					Dehydrated radishes 
72	1741					干しだいこん				"""Hoshi-daikon"" "
72	1742					割り干しだいこん				"""Wariboshi-daikon"" "
72	1743					切り干しだいこん				"""Kiriboshi-daikon"" "
72	175				山菜類					"""Sansai"" group "
72	1751					ぜんまい				Dehydrated ostrich ferns 
72	1752					わらび				Dehydrated bracken 
72	1759					その他の山菜類				"Other dehydrated ""Sansai"" group "
72	179				その他の乾燥野菜					Other dehydrated vegetables 
72	1791					かんしょ蒸し切り干し				Sweet potato chips (boiled) 
72	1792					かんしょ生切り干し				Sweet potato chips (raw) 
72	1793					いもがら				Dehydrated stalk of taro 
72	1799					他に分類されない乾燥野菜				"Dehydrated vegetables, n.e.c. "
72	18			野菜つくだに						"Vegetables “tsukudani"" (Preserved vegetables boiled in soy).. "
72	19			その他の野菜加工品						Other porcessed vegetables 
72	191				オニオンエキス					Onion extract ... 
72	199				他に分類されない野菜加工品					"Processed vegetables, n.e.c. "
72	2		果実加工品							Processed fruits 
72	21			果実かん・びん詰						"Fruit, canned or bottled "
72	211				かんきつかん・びん詰					"Citrus, canned or bottled "
72	2111					うんしゅうみかん				"“Unshu mikan"", canned or bottled "
72	2112					なつみかん				"Summer orange, canned or bottled "
72	2119					その他のかんきつかん・びん詰				"Other citrus, canned or bottled "
72	212				ももかん・びん詰					"Peach, canned or bottled "
72	2121					白桃				"White peach, canned or bottled "
72	2122					黄桃				"Yellow peach, canned or bottled "
72	2129					その他のももかん・びん詰				"Other peach, canned or bottled "
72	213				なしかん・びん詰					"Pear, canned or bottled "
72	2131					日本なし				"Japanese pear, canned or bottled "
72	2132					西洋なし				"Pear, canned or bottled "
72	2139					その他のなしかん・びん詰				"Other pear, canned or bottled "
72	214				りんごかん・びん詰					"Apple, canned or bottled "
72	215				さくらんぼかん・びん詰					"Cherry, canned or bottled "
72	216				パインアップルかん・びん詰					"Pineapple, canned or bottled "
72	217				くりかん・びん詰					"Chestnut, canned or bottled "
72	218				混合果実かん・びん詰					"Mixed fruit, fruit cocktail and fruit salada, canned or bottled081290 "
72	2181					ミックスドフルーツ				"Mixed fruit, canned or bottled "
72	2182					フルーツカクテル				"Fruit cocktail, canned or bottled "
72	2183					フルーツサラダ				"Fruit salada, canned or bottled "
72	2189					その他の混合果実かん・びん詰				"Other mixed fruit, canned or bottled "
72	219				その他の果実かん・びん詰					"Other fruit, canned or bottled "
72	2191					びわ				"Loquats, canned or bottled "
72	2192					いちご				"Strawberry, canned or bottled "
72	2193					いちじく				"Figs, canned or bottled "
72	2194					あんず				"Apricots, canned or bottled "
72	2195					ぶどう				"Grape, canned or bottled "
72	2196					フルーツみつ豆				"Fruit “mitsurname"", canned or bottled "
72	2199					他に分類されない果実かん・びん詰				"Fruit, canned or bottled, n.e.c. "
72	22			果実飲料原料						Raw material for fruit drinks 
72	221				濃縮果実					Concentrated fruit juice: 
72	2211					かんきつ				Concentrated citrus juice 
72	22111						うんしゅうみかん			"Mandarine-orange (""unshu-mikan"") concentrated juice "
72	22112						なつみかん			Concentrated summer orange juice 
72	22119						その他のかんきつ			Other concentrated citrus juice 
72	2212					りんご				Concentrated apple juice 
72	2213					ぶどう				Concentrated grape juice 
72	2214					パインアップル				Concentrated pineapple juice 
72	2219					その他の濃縮果汁				Other concentrated fruit juice 
72	222				天然果汁					Natural fruit juice 
72	2221					かんきつ				Citrus juice 
72	22211						うんしゅうみかん			"Mandarine-orange (“unshu-mikan"") juice "
72	22212						なつみかん			Summer orange juice 
72	22219						その他のかんきつ			Other citrus juice 
72	2222					りんご				Apple juice 
72	2223					ぶどう				Grape juice 
72	2224					パインアップル				Pineapple juice 
72	2229					その他の天然果汁				Other fruit juice 
72	223				フルーツピューレ					Fruit puree 
72	2231					かんきつ				Citrus puree 
72	22311						うんしゅうみかん			Mandarine-orange puree 
72	22312						なつみかん			Summer orange puree 
72	22319						その他のかんきつ			Other citrus puree 
72	2232					りんご				Apple puree 
72	2233					もも				Peach puree 
72	2239					その他のフルーツピューレ				Other fruit puree 
72	229				その他の果実飲料原料					Other raw material for fruit drinks 
72	23			ジャム，マーマレード及び果実バター（気密容器入と否とを問わない。）						"Jams, marmalades and fruit butter (whether in airtight containers or not) "
72	231				いちごジャム					Strawberry jam 
72	2311					いちごジャム（気密容器入のもの）				Strawberry jam (in airtight containers) 
72	2312					いちごジャム（気密容器入でないもの）				Strawberry jam (not in airtight containers) 
72	232				りんごジャム					Apple jam 
72	2321					リンゴジャム（気密容器入のもの）				Apple jam (in airtight containers) 
72	2322					リンゴジャム（気密容器入でないもの）				Apple jam (not in airtight containers) 
72	233				あんずジャム					Apricot jam 
72	2331					あんずジャム（気密容器入のもの）				Apricot jam (in airtight containers) 
72	2332					あんずジャム（気密容器入でないもの）				Apricot jam (not in airtight containers) 
72	234				いちじくジャム					Fig jam 
72	2341					いちじくジャム（気密容器入のもの）				Fig jam (in airtight containers) 
72	2342					いちじくジャム（気密容器入でないもの）				Fig jam (not in airtight containers) 
72	235				マーマレード					Marmalade 
72	2351					マーマレード（気密容器入のもの）				Marmalade (in airtight containers) 
72	2352					マーマレード（気密容器入でないもの）				Marmalade (not in airtight containers) 
72	239				その他のジャム，マーマレード及び果実バター（気密容器入と否とを問わない。）					"Other jams, marmalades and fruit butter (whether in airtight containers or not) "
72	24			果実つけ物						Fruit pickles 
72	241				うめぼし					Pickled plums (Japanese apricots) 
72	2411					普通うめぼし				"Pickled plums, non-seasoned "
72	2412					調味うめぼし				"Pickled plums, seasoned "
72	242				うめづけ					Salted plums (Japanese apricots) 
72	2421					普通うめぼし				"Salted plums, non-seasoned "
72	2422					調味うめぼし				"Salted plums, seasoned "
72	249				その他の果実つけ物					Other fruit pickles 
72	25			乾燥果実						Dried fruits 
72	251				干がき					Dried persimmons 
72	252				干ぶどう					Dried grapes 
72	253				干バナナ					Dried bananas 
72	254				干パインアップル					Dried pineapples 
72	255				干あんず					Dried apricots 
72	259				その他の乾燥果実					"Other fruits, dried "
72	26			果実冷凍食品						"Fruits, prepared frozen foods "
72	261				うんしゅうみかん					"Mandarine-orange, prepared frozen foods "
72	262				もも					"Peach, prepared frozen foods "
72	263				りんご					"Apple, prepared frozen foods "
72	264				さくらんぼ					"Cheerries, prepared frozen foods "
72	265				パインアップル					"Pineapple, prepared frozen foods "
72	266				びわ					"Loquats, prepared frozen foods "
72	267				いちご					"Strawberry, prepared frozen foods "
72	268				メロン					"Melon, prepared frozen foods "
72	269				その他の果実冷凍食品					"Other fruits, prepared frozen foods "
72	2691					かき				"Persimmon, prepared frozen foods "
72	2692					あんず				"Apricot, prepared frozen foods "
72	2693					ぶどう				"Grape, prepared frozen foods "
72	2694					いちじく				"Fig, prepared frozen foods "
72	2695					くり				"Chestnut, prepared frozen foods "
72	2696					ぎんなん				"Ginkgo nut, prepared frozen foods "
72	2699					他に分類されない果実冷凍食品				"Fruits, prepared frozen foods, n.e.c, "
72	29			その他の果実加工品						"Other processed fruits, n.e.c. "
72	3		茶，コーヒー及びココアの調製品							"Tea, coffee and cocoa "
72	31			茶						Tea 
72	311				不発酵茶					Unfermented tea (green tea) 
72	3111					普通せん茶				"Ordinary “sen-cha"" "
72	3112					玉緑茶				"“Tamaryoku-cha"" (curled leaf tea) "
72	3113					玉露茶				"“Gyokuro"" "
72	3114					まっ茶				"“Matcha""(ten-cha) "
72	3115					ばん茶				“Ban-cha” 
72	3116					ほうじ茶				"""Hoji-cha"" "
72	3119					その他の不発酵茶				Other unfermented tea 
72	312				発酵茶					Fermented tea 
72	3121					紅茶				Black tea 
72	3129					その他の発酵茶				Other fermented tea 
72	313				半発酵茶					Half fermented tea 
72	3131					ウーロン茶				Oolong tea 
72	3132					包種茶				Pouchong tea 
72	3139					その他の半発酵茶				Other half fermented tea 
72	319				その他の茶（製品を含む。）					Other tea products 
72	3191					インスタントティー				Instant tea 
72	3192					茶のエキス・エッセンス及び濃縮粉				"Extracts, essences and concentrates of tea "
72	3193					茶をもとにした調製品				Preparations with a basis of tea 
72	32			コーヒー製品						Coffee products 
72	321				ばいせんコーヒー豆					Roasted coffee beans 
72	322				ひきコーヒー					Ground coffee 
72	323				インスタントコーヒー（ソリュブルコーヒー）					Soluble coffee (instant coffee) 
72	329				その他のコーヒー製品					Other coffee products 
72	33			ココア製品						Cocoa products 
72	331				カカオマス					Cocoa mass (cocoa paste made from ground cocoa beans).. 180310 
72	332				ココアケーキ					Cocoa cake 
72	333				カカオ脂					Cocoa butter 
72	334				ココア粉					Cocoa powder 
72	3341					ピュアココア				Pure cocoa powder 
72	3342					ミルクココア				Milk cocoa powder 
72	3349					その他のココア粉				Other cocoa powder 
72	339				その他のココア製品					Other cocoa products 
72	4		香辛料							Spices 
72	401				ブラックペッパー					Black pepper 
72	402				ホワイトペッパー					White pepper 
72	403				レッドペッパー					Red pepper 
72	404				シナモン（桂皮）					Cinnamon 
72	405				クローブ（丁子）					Clove Nutmeg Saffron 
72	406				ナツメグ（肉ずく）					
72	407				サフラン					
72	408				ローレル（月桂葉）					Bay leave 
72	411				パプリカ					Paprika 
72	412				オールスパイス（百味こしょう）					All spices 
72	413				さんしょう					Japanese pepper 
72	414				カレー粉					Curry powder 
72	415				からし粉					Mustard powder 
72	416				わさび粉					"""Wasabi"" powder "
72	417				しょうが					Ginger 
72	499				その他の香辛料					Other spices 
72	5		めん・パン類							"Noodles, bread and similar preparations "
72	51			めん類						"Vermicelli, macaroni and similar preparations"
72	511				生めん類					Raw vermicelli and similar preparations 
72	5111					うどん類				Vermicelli and similar preparations 
72	5112					日本そば類				Buckwheat vermicelli and similar preparations 
72	5113					中華めん類				Chinese vermicelli and similar preparations 
72	512				乾めん類					Dried vermicelli and similar preparations 
72	5121					うどん類				Vermicelli and similar preparations 
72	5122					日本そば類				Buckwheat vermicelli and similar preparations 
72	5123					そうめん類				Thin vermicelli and similar preparations 
72	5124					中華めん類				Chinese vermicelli and similar preparations 
72	513				即席めん類					Instant vermicelli and similar preparations 
72	5131					中華めん類				Chinese vermicelli and similar preparations 
72	5132					和風めん類				Japanese vermicelli and similar preparations 
72	5133					欧風めん類				European vermicelli and similar preparations 
72	5134					スナックめん類				Snack vermicelli 
72	514				マカロニ類					Macaroni and similar preparations 
72	5141					マカロニ				Macaroni 
72	5142					スパゲッティ				Spaghetti 
72	5149					その他のマカロニ類				Other macaroni 
72	519				その他のめん類					"Other vermicelli, macaroni and similar preparations "
72	52			パン類						Bread and bun 
72	521				食パン					Bread 
72	522				菓子パン					Bun 
72	523				イーストドーナッツ					Yeast doughnuts 
72	524				調理パン					Prepared bread 
72	529				その他のパン類					Other breads 
72	6		穀類加工品							Cereal processed goods 
72	61			アルファー化穀類（オートミール及びアルファー化米粉を除く。）						Alpha cereal (except oat meal and alpha rice flour) 
72	62			米加工品（米菓・米飯類を除く。）						Processed rice (except rice cracker and rices) 
72	621				アルファー化米					Alpha rice 
72	622				もち					Rice cakes 
72	629				その他の米加工品					Other processed rice 
72	63			オートミール						Oat meal 
72	64			パン粉						Bread crump powder 
72	65			ふ（麸）						Wheat gulten bread 
72	66			麦茶						Barley tea 
72	69			その他の穀類加工品						Other cereal processed goods 
72	7		菓子類							Kashi (cake and confectioneries) 
72	701				ビスケット類					Biscuits 
72	7011					ビスケット				Biscuits 
72	7012					クッキー				Cookies 
72	7013					クラッカー				Crackers 
72	7014					パイ				Pies 
72	7015					乾パン				Hardtack 
72	7019					その他のビスケット類				Other biscuits 
